Date;Open;High;Low;Close;Volume
11/02/2016;39.220;39.220;37.000;37.360;10130935
10/02/2016;38.680;40.615;38.250;39.755;7936205
09/02/2016;39.200;40.450;37.185;37.900;10646677
08/02/2016;41.835;41.860;39.000;39.300;7689954
05/02/2016;43.000;43.255;41.320;41.575;9991485
04/02/2016;39.980;41.240;39.260;40.965;7231789
03/02/2016;40.645;40.735;38.900;39.550;8858035
02/02/2016;43.040;43.220;40.420;40.875;7869193
01/02/2016;44.085;44.140;42.775;43.330;3986048
29/01/2016;43.530;43.955;42.920;43.725;5034066
28/01/2016;43.985;44.730;42.555;42.915;5766658
27/01/2016;44.190;44.345;43.275;44.160;4217357
26/01/2016;42.295;44.180;42.150;44.045;5387916
25/01/2016;44.800;44.880;42.825;43.175;5605408
22/01/2016;44.430;45.210;43.900;44.450;6754157
21/01/2016;42.560;44.055;42.210;43.385;6913846
20/01/2016;43.040;43.245;42.140;42.845;8161757
19/01/2016;45.090;45.605;44.030;44.180;6042261
18/01/2016;45.155;45.745;43.955;44.330;6074651
15/01/2016;47.000;47.070;44.915;45.380;8441582
14/01/2016;48.085;48.280;46.695;47.095;7261105
13/01/2016;49.445;49.985;48.590;48.855;3796170
12/01/2016;48.420;49.440;48.110;48.945;4130594
11/01/2016;48.010;49.025;47.900;47.900;4230252
08/01/2016;49.545;49.955;48.000;48.000;5532110
07/01/2016;49.230;49.865;48.565;49.390;5433119
06/01/2016;51.380;51.380;50.120;50.500;3059199
05/01/2016;52.000;52.000;50.960;51.490;2996402
04/01/2016;51.750;51.790;50.620;51.220;4769816
31/12/2015;52.590;52.810;52.230;52.230;706459
30/12/2015;53.010;53.260;52.480;52.590;2358486
29/12/2015;52.670;53.100;52.460;53.100;3133696
28/12/2015;53.230;53.400;52.210;52.360;2185640
24/12/2015;53.550;53.770;53.140;53.300;437990
23/12/2015;53.130;53.740;53.080;53.710;2682833
22/12/2015;52.850;53.280;52.130;52.700;2193169
21/12/2015;53.010;53.870;52.590;52.590;2841667
18/12/2015;52.720;53.690;52.550;53.190;7212662
17/12/2015;53.730;54.310;53.130;53.280;5717413
16/12/2015;52.760;53.020;51.940;52.480;2876630
15/12/2015;50.740;52.660;50.700;52.450;4265709
14/12/2015;51.650;52.170;50.150;50.360;2703739
11/12/2015;52.110;52.270;51.000;51.290;3917722
10/12/2015;52.000;52.800;51.700;52.270;3252682
09/12/2015;53.080;53.480;52.100;52.180;3361632
08/12/2015;53.890;54.000;52.510;52.980;3464406
07/12/2015;54.810;54.810;53.830;54.020;2696471
04/12/2015;54.040;54.490;53.220;53.870;4121093
03/12/2015;55.880;57.060;54.290;54.680;4593641
02/12/2015;56.570;56.770;55.580;55.940;2332141
01/12/2015;56.370;56.880;56.100;56.280;2982684
30/11/2015;56.000;56.680;55.720;56.110;2572277
27/11/2015;55.700;56.480;55.610;56.020;1906123
26/11/2015;55.080;56.270;54.970;55.890;2280441
25/11/2015;55.100;55.350;54.280;55.070;3116248
24/11/2015;54.950;55.230;54.180;54.960;2970798
23/11/2015;55.360;55.660;54.930;55.360;2245093
20/11/2015;56.550;56.680;55.130;55.440;4090715
19/11/2015;56.750;57.320;56.280;56.470;2630334
18/11/2015;56.280;56.620;55.780;56.190;2641832
17/11/2015;55.850;56.690;55.690;56.510;3221006
16/11/2015;55.100;55.850;54.880;55.500;3295463
13/11/2015;56.220;57.000;55.410;56.140;2794795
12/11/2015;57.150;57.550;56.340;56.500;2660486
11/11/2015;57.000;57.680;56.710;57.270;2253535
10/11/2015;57.460;57.460;56.270;56.850;2981732
09/11/2015;57.810;58.170;57.020;57.050;2619483
06/11/2015;56.050;57.950;55.960;57.610;4714867
05/11/2015;55.940;56.620;55.400;55.870;3475651
04/11/2015;55.650;56.250;55.350;55.640;3137107
03/11/2015;55.270;55.590;54.690;55.310;3494318
02/11/2015;54.880;55.780;54.740;55.350;2972195
30/10/2015;56.000;56.310;54.740;55.260;4678612
29/10/2015;56.290;56.400;53.660;54.300;4968434
28/10/2015;55.610;55.970;55.350;55.810;3253328
27/10/2015;55.650;56.000;55.450;55.470;2411209
26/10/2015;55.780;56.310;55.320;55.850;2168585
23/10/2015;55.400;56.430;55.180;55.910;4757484
22/10/2015;54.070;55.340;53.810;55.010;4590513
21/10/2015;54.420;54.630;53.660;54.400;2043670
20/10/2015;55.000;55.330;54.030;54.300;2267993
19/10/2015;54.970;55.610;54.600;55.090;1917696
16/10/2015;54.300;55.130;54.120;54.990;3069609
15/10/2015;53.810;54.140;53.610;53.970;2310701
14/10/2015;53.000;53.880;52.850;53.120;2470977
13/10/2015;53.780;53.960;52.520;53.380;2602052
12/10/2015;53.910;54.250;53.360;53.970;2305017
09/10/2015;54.000;54.620;53.600;53.810;2372600
08/10/2015;53.770;54.020;53.190;53.450;3062668
07/10/2015;54.600;54.900;53.770;54.050;3362004
06/10/2015;54.200;54.420;53.390;54.080;3125221
05/10/2015;52.990;54.110;52.770;54.010;4225505
02/10/2015;52.350;53.050;51.180;51.920;3298096
01/10/2015;53.390;53.400;51.520;51.720;4145270
30/09/2015;52.170;52.780;51.860;52.460;4151677
29/09/2015;49.950;51.420;49.575;50.900;4371400
28/09/2015;52.400;52.400;50.330;50.520;3881278
25/09/2015;51.910;52.880;51.680;52.550;4285534
24/09/2015;51.210;51.780;50.340;50.920;5259239
23/09/2015;51.720;52.260;51.150;51.150;4299099
22/09/2015;53.750;53.980;51.610;51.870;4084830
21/09/2015;52.820;54.020;52.740;53.690;2992910
18/09/2015;55.110;55.240;52.620;52.980;9412543
17/09/2015;55.370;55.920;55.080;55.650;3110548
16/09/2015;55.510;55.800;54.970;55.250;2898269
15/09/2015;54.740;55.540;54.210;55.080;2485355
14/09/2015;55.880;56.000;54.400;54.570;3290288
11/09/2015;56.080;56.090;55.040;55.240;2489008
10/09/2015;55.930;56.510;55.360;55.590;2946622
09/09/2015;57.150;57.410;56.410;56.450;3355276
08/09/2015;54.850;56.090;54.840;55.550;3181682
07/09/2015;54.810;55.200;54.150;54.500;1846359
04/09/2015;55.460;55.690;54.000;54.490;3675154
03/09/2015;55.480;56.650;55.210;56.120;3435036
02/09/2015;54.760;55.770;54.380;54.880;3260029
01/09/2015;55.540;55.730;54.030;54.610;3776305
31/08/2015;56.210;56.570;55.670;56.270;2545340
28/08/2015;56.540;56.740;56.040;56.650;2430399
27/08/2015;56.530;57.060;56.070;56.550;4466881
26/08/2015;55.080;55.910;54.030;55.070;5192185
25/08/2015;54.130;55.980;53.780;55.490;8126270
24/08/2015;52.990;54.810;50.620;52.850;12665368
21/08/2015;56.610;57.700;55.580;55.580;6389343
20/08/2015;58.820;59.400;57.500;57.820;5649281
19/08/2015;58.900;60.000;58.670;58.940;3772322
18/08/2015;59.000;59.870;58.740;59.340;2400429
17/08/2015;58.450;59.310;58.180;59.120;4317244
14/08/2015;58.790;59.260;57.790;58.150;2272767
13/08/2015;58.930;59.300;58.540;58.690;3115671
12/08/2015;59.120;59.170;57.460;57.930;5382695
11/08/2015;60.210;60.360;59.450;59.640;2915414
10/08/2015;60.530;60.630;59.880;60.450;2125754
07/08/2015;60.660;61.000;60.160;60.250;2645380
06/08/2015;60.420;60.930;60.150;60.680;3366951
05/08/2015;60.000;60.540;59.900;60.450;4842312
04/08/2015;59.400;59.870;58.620;59.760;3832790
03/08/2015;58.860;59.800;58.840;59.550;4380965
31/07/2015;58.900;59.750;58.790;59.310;7476452
30/07/2015;56.750;57.730;56.430;57.660;4702633
29/07/2015;56.920;56.980;55.980;56.230;3264013
28/07/2015;56.070;56.930;55.880;56.760;2514683
27/07/2015;57.080;57.090;55.660;55.710;4323415
24/07/2015;56.940;57.510;56.730;57.210;3230997
23/07/2015;57.350;57.450;56.820;57.090;2180225
22/07/2015;56.760;57.300;56.460;56.850;2489106
21/07/2015;57.630;57.800;56.720;57.050;2617351
20/07/2015;57.350;57.820;57.160;57.450;3008253
17/07/2015;57.770;57.810;57.120;57.310;3034590
16/07/2015;56.740;57.740;56.660;57.550;5082482
15/07/2015;56.240;56.740;56.170;56.290;3335582
14/07/2015;55.970;56.390;55.460;56.360;2598446
13/07/2015;55.580;56.180;55.140;55.770;4816310
10/07/2015;54.740;55.280;53.970;54.490;6542279
09/07/2015;51.550;52.740;51.400;52.380;5129042
08/07/2015;50.420;51.680;50.250;50.930;5806891
07/07/2015;52.300;52.350;50.390;50.500;6073410
06/07/2015;53.020;53.340;51.620;51.970;6622376
03/07/2015;54.630;54.770;53.930;54.270;3626201
02/07/2015;55.790;55.900;54.570;54.710;3194930
01/07/2015;54.840;56.490;54.430;55.370;6084451
30/06/2015;54.500;55.670;53.930;54.150;6608599
29/06/2015;54.000;55.430;53.300;54.810;8088578
26/06/2015;56.910;58.000;56.380;57.630;4038497
25/06/2015;56.280;57.840;56.240;57.030;5399979
24/06/2015;57.490;57.660;56.070;56.860;5275356
23/06/2015;56.890;57.650;56.580;57.360;4673652
22/06/2015;55.430;56.640;54.930;56.320;6507361
19/06/2015;53.320;54.150;53.010;53.610;5833362
18/06/2015;53.100;53.420;52.370;53.080;5120329
17/06/2015;53.890;54.120;53.080;53.140;3467193
16/06/2015;53.560;54.080;52.790;53.670;4399738
15/06/2015;54.410;54.940;53.510;53.960;3941510
12/06/2015;55.900;56.180;54.520;55.300;3552444
11/06/2015;55.320;56.590;55.190;56.020;3587409
10/06/2015;54.160;56.050;53.940;55.560;3721303
09/06/2015;54.500;55.010;53.640;54.390;4322799
08/06/2015;55.130;55.690;54.630;54.630;3205621
05/06/2015;55.800;56.090;54.750;55.300;4914714
04/06/2015;56.420;57.050;55.390;56.340;4377070
03/06/2015;55.600;57.000;55.600;56.770;5783887
02/06/2015;55.190;56.110;54.450;55.530;4155842
01/06/2015;55.030;55.370;54.420;54.850;3236882
29/05/2015;56.060;56.310;54.810;54.930;4481222
28/05/2015;56.210;56.540;55.540;56.150;2358958
27/05/2015;55.850;56.820;55.540;56.470;4190269
26/05/2015;56.300;56.520;55.270;55.570;3275924
25/05/2015;56.530;56.550;55.900;56.230;837556
22/05/2015;56.580;57.100;56.330;57.010;3153725
21/05/2015;56.840;56.840;56.050;56.470;2614831
20/05/2015;56.000;56.900;55.820;56.850;4113729
19/05/2015;56.870;57.850;56.790;57.410;3930399
18/05/2015;56.700;57.000;55.500;56.650;4135661
15/05/2015;57.340;57.820;56.310;56.740;4304316
14/05/2015;55.960;57.110;55.310;56.900;2670387
13/05/2015;56.270;56.980;55.810;55.990;4042299
12/05/2015;56.280;56.540;55.610;56.110;4207037
11/05/2015;57.230;57.350;56.590;56.860;2863614
08/05/2015;56.800;57.420;56.040;57.410;3926530
07/05/2015;55.660;56.580;54.830;56.350;5145968
06/05/2015;55.350;56.280;54.970;56.030;5721361
05/05/2015;56.600;57.430;54.920;55.040;5864295
04/05/2015;57.030;57.050;55.760;56.750;3729910
30/04/2015;57.060;57.480;55.390;56.440;7149522
29/04/2015;58.750;59.000;57.230;57.350;5588026
28/04/2015;58.870;58.900;57.930;58.610;4425097
27/04/2015;59.690;59.690;58.020;59.170;4648507
24/04/2015;58.320;59.180;58.200;58.990;5607155
23/04/2015;58.200;58.260;56.910;58.010;5310746
22/04/2015;56.220;58.050;56.200;58.010;6330134
21/04/2015;56.470;56.770;55.260;55.590;3701546
20/04/2015;55.100;56.070;55.090;56.070;3944604
17/04/2015;56.110;56.670;54.500;55.110;7205328
16/04/2015;57.140;57.150;55.820;56.330;5035950
15/04/2015;57.040;57.490;56.830;57.140;3558377
14/04/2015;57.500;57.930;56.280;56.800;4995386
13/04/2015;57.250;57.830;57.000;57.620;3131930
10/04/2015;57.900;57.900;56.660;57.250;4137398
09/04/2015;58.000;58.340;57.660;57.930;3823418
08/04/2015;57.290;57.890;57.250;57.670;4171932
07/04/2015;57.280;57.690;57.000;57.180;4306566
02/04/2015;57.000;57.520;57.000;57.240;2594747
01/04/2015;55.980;57.700;55.880;57.030;4822390
31/03/2015;57.000;57.550;56.360;56.570;5111639
30/03/2015;56.600;57.490;56.570;57.260;5310186
27/03/2015;55.570;56.570;55.370;56.190;6940525
26/03/2015;54.390;55.120;53.700;55.120;5402873
25/03/2015;55.700;56.000;54.810;54.850;4491986
24/03/2015;54.620;55.950;54.300;55.800;4924760
23/03/2015;53.910;55.040;53.550;54.540;5030650
20/03/2015;53.000;54.350;52.820;53.980;7651280
19/03/2015;52.180;53.140;52.180;52.960;5461288
18/03/2015;52.500;52.700;51.740;52.250;4809236
17/03/2015;52.600;52.860;51.860;52.280;4088867
16/03/2015;51.790;52.710;51.790;52.440;4378363
13/03/2015;51.760;51.880;51.280;51.680;2973461
12/03/2015;51.980;52.190;51.390;51.600;3555692
11/03/2015;51.190;52.200;51.190;52.010;4410870
10/03/2015;51.930;52.090;50.830;51.040;4554843
09/03/2015;51.750;52.280;51.400;51.960;2941531
06/03/2015;52.110;52.520;51.760;52.080;3176209
05/03/2015;51.880;52.340;51.640;52.140;3853518
04/03/2015;50.960;51.970;50.920;51.920;4027862
03/03/2015;52.720;52.810;50.910;50.910;4701657
02/03/2015;52.000;52.750;51.980;52.540;3570995
27/02/2015;51.610;52.120;51.450;52.090;3952869
26/02/2015;50.950;51.920;50.950;51.610;3619083
25/02/2015;51.730;51.800;50.790;51.000;4392809
24/02/2015;51.920;52.230;51.290;51.980;4014576
23/02/2015;51.910;52.260;51.330;51.760;4432630
20/02/2015;51.240;51.520;50.270;51.290;6490489
19/02/2015;50.780;51.570;49.925;51.430;4667665
18/02/2015;49.900;51.190;49.805;50.910;5921278
17/02/2015;48.625;49.780;48.210;49.520;5416986
16/02/2015;48.300;49.440;48.280;49.175;5088183
13/02/2015;47.680;48.865;47.575;48.410;7051445
12/02/2015;45.910;47.475;45.750;47.250;6469513
11/02/2015;46.455;46.665;45.805;46.065;3897880
10/02/2015;45.850;46.855;45.540;46.170;5947738
09/02/2015;46.230;46.420;45.305;45.700;8127673
06/02/2015;47.280;47.280;46.310;47.170;5455087
05/02/2015;47.600;47.640;46.390;47.005;9147428
04/02/2015;48.615;49.420;48.020;48.805;5921448
03/02/2015;47.745;48.650;47.520;48.405;6328227
02/02/2015;46.630;47.250;45.730;47.195;6402576
30/01/2015;48.000;48.350;46.275;46.775;6698292
29/01/2015;47.105;47.795;46.620;47.650;5362352
28/01/2015;49.280;49.390;47.150;47.500;6092231
27/01/2015;49.395;49.465;47.940;48.845;5005144
26/01/2015;48.750;49.630;48.300;49.330;4866558
23/01/2015;50.070;51.180;48.750;49.000;8990523
22/01/2015;48.495;50.000;48.020;49.400;8320302
21/01/2015;48.010;48.485;46.985;48.270;6265040
20/01/2015;46.985;47.950;46.935;47.740;5721484
19/01/2015;46.175;47.075;45.675;46.615;4226861
16/01/2015;45.745;46.255;45.035;45.990;6877124
15/01/2015;45.415;46.375;43.140;46.085;7704049
14/01/2015;45.560;46.615;44.860;44.935;6122097
13/01/2015;44.800;46.715;44.625;46.345;4436278
12/01/2015;45.090;45.475;44.105;45.295;6067180
09/01/2015;46.400;46.650;44.335;44.935;6704918
08/01/2015;45.960;46.995;45.245;46.495;6125229
07/01/2015;45.915;46.100;44.820;45.035;6045718
06/01/2015;47.050;47.220;45.800;45.800;5565392
05/01/2015;48.975;49.375;46.920;47.030;6252660
02/01/2015;49.685;50.120;48.830;49.430;2634537
31/12/2014;48.845;49.290;48.730;49.260;558150
30/12/2014;49.465;49.770;48.795;48.830;2150482
29/12/2014;49.825;50.100;48.720;50.100;3232676
24/12/2014;49.415;49.925;49.415;49.585;559273
23/12/2014;48.730;49.625;48.575;49.600;2512132
22/12/2014;48.600;48.960;48.450;48.705;3180476
19/12/2014;49.950;50.180;48.090;48.445;9838446
18/12/2014;48.400;49.295;48.135;49.240;6174967
17/12/2014;47.180;48.230;46.890;47.480;5142342
16/12/2014;46.705;47.975;45.120;47.745;9864210
15/12/2014;47.870;48.585;46.415;46.450;5933767
12/12/2014;49.450;49.720;48.000;48.195;4413054
11/12/2014;49.035;50.050;49.000;49.450;4030660
10/12/2014;50.030;50.440;49.140;49.455;3077174
09/12/2014;51.400;51.450;49.835;49.980;4969430
08/12/2014;51.860;52.180;51.610;51.750;2818799
05/12/2014;50.500;52.140;50.390;51.920;5813349
04/12/2014;51.280;51.740;49.405;49.865;5304087
03/12/2014;51.050;51.500;50.990;51.060;3092609
02/12/2014;51.150;51.620;50.720;51.030;2850690
01/12/2014;51.050;51.350;50.430;50.690;3031878
28/11/2014;51.430;51.640;51.030;51.560;2314218
27/11/2014;50.780;51.340;50.720;51.280;2197440
26/11/2014;51.230;51.470;50.520;50.680;2641667
25/11/2014;50.380;51.630;50.350;51.120;4675949
24/11/2014;50.000;51.080;49.815;50.200;4701853
21/11/2014;48.000;49.865;47.800;49.670;7320297
20/11/2014;48.695;48.695;47.025;47.820;4455245
19/11/2014;48.245;48.900;48.095;48.640;3358102
18/11/2014;48.090;48.790;47.805;48.365;4236402
17/11/2014;47.125;48.210;47.065;47.850;3793692
14/11/2014;47.240;47.730;46.805;47.550;3427767
13/11/2014;47.080;47.560;46.340;47.045;4745574
12/11/2014;47.805;47.870;46.720;46.905;5064744
11/11/2014;48.105;48.460;47.720;48.070;3524567
10/11/2014;48.425;48.900;47.785;48.160;5071177
07/11/2014;49.695;49.700;48.390;48.670;4586165
06/11/2014;49.455;50.920;48.885;49.620;6408338
05/11/2014;49.230;49.755;48.530;49.665;4823841
04/11/2014;49.250;49.900;48.370;48.735;4238567
03/11/2014;50.210;50.430;49.180;49.365;3807997
31/10/2014;50.500;50.670;49.495;50.140;7145407
30/10/2014;49.010;49.090;47.375;48.465;7401214
29/10/2014;49.675;49.870;48.245;48.470;5597701
28/10/2014;49.385;50.070;49.120;49.525;4819877
27/10/2014;50.470;50.480;48.310;48.885;7275109
24/10/2014;49.120;50.000;49.020;49.505;6107888
23/10/2014;48.160;49.535;47.850;49.205;5456278
22/10/2014;48.770;48.775;48.075;48.475;5889316
21/10/2014;47.140;48.640;46.830;48.290;7565649
20/10/2014;47.130;47.425;46.555;47.065;6849998
17/10/2014;45.670;47.435;45.175;47.000;11216377
16/10/2014;46.865;46.955;43.275;45.450;13279540
15/10/2014;48.510;48.595;46.200;46.455;10567195
14/10/2014;48.200;48.905;47.535;48.695;5331078
13/10/2014;48.235;49.335;48.030;48.515;5861407
10/10/2014;48.415;49.245;48.375;48.515;6456976
09/10/2014;50.330;50.330;48.320;48.850;6405108
08/10/2014;49.975;50.500;49.075;49.410;5375056
07/10/2014;51.030;51.300;50.020;50.100;5197750
06/10/2014;51.340;51.670;51.000;51.160;3395991
03/10/2014;51.180;51.430;50.610;50.940;3634433
02/10/2014;52.510;52.570;50.510;50.530;6625872
01/10/2014;52.180;53.000;52.180;52.350;3384099
30/09/2014;52.220;52.860;52.170;52.520;4351234
29/09/2014;52.720;52.820;51.530;52.080;3185803
26/09/2014;52.650;53.310;52.300;52.830;3664356
25/09/2014;53.230;53.620;52.450;52.660;4084998
24/09/2014;52.760;53.280;52.270;53.250;3492968
23/09/2014;53.470;53.490;52.510;52.710;4824376
22/09/2014;54.000;54.220;53.440;53.650;3922260
19/09/2014;54.850;54.900;54.000;54.000;8234375
18/09/2014;54.110;54.610;53.950;54.300;4473764
17/09/2014;53.830;54.100;53.450;53.820;2756144
16/09/2014;53.490;53.680;52.890;53.370;2402302
15/09/2014;53.820;54.000;53.320;53.540;2329848
12/09/2014;53.940;54.140;53.650;53.970;2068230
11/09/2014;54.140;54.260;53.290;53.710;2612938
10/09/2014;53.270;53.890;52.980;53.850;2980697
09/09/2014;53.680;54.130;53.120;53.330;2890921
08/09/2014;54.000;54.390;53.580;54.000;2509689
05/09/2014;54.390;54.880;53.920;54.070;5262896
04/09/2014;52.630;54.930;52.470;54.300;8399922
03/09/2014;52.100;53.000;51.960;52.780;5107376
02/09/2014;51.760;52.300;51.520;51.670;3326995
01/09/2014;51.480;51.600;50.550;51.380;2328514
29/08/2014;51.600;52.110;51.000;51.380;3830901
28/08/2014;52.050;52.190;51.210;51.470;4072512
27/08/2014;51.280;52.010;51.170;51.760;3742756
26/08/2014;50.220;51.450;50.220;51.300;4400367
25/08/2014;49.710;50.330;49.570;50.230;3710402
22/08/2014;49.540;49.855;48.800;49.070;3177525
21/08/2014;48.485;49.450;48.130;49.390;3734758
20/08/2014;48.705;48.850;48.210;48.570;3170110
19/08/2014;48.915;49.120;48.630;48.810;3134806
18/08/2014;48.935;49.045;48.160;48.665;3912767
15/08/2014;48.700;49.575;48.200;48.325;4564592
14/08/2014;48.510;48.720;48.025;48.560;4145249
13/08/2014;48.115;49.065;48.115;48.735;4610580
12/08/2014;47.950;48.525;47.650;47.900;4338735
11/08/2014;48.550;48.600;47.585;48.025;4026931
08/08/2014;47.600;48.415;47.380;47.970;5361929
07/08/2014;48.970;49.325;47.975;48.170;5963565
06/08/2014;48.975;49.545;48.385;48.925;5758809
05/08/2014;50.370;50.660;49.150;49.470;4297618
04/08/2014;50.110;50.940;49.920;50.190;3900716
01/08/2014;49.260;50.850;48.800;49.760;5990618
31/07/2014;50.500;50.900;49.270;49.500;6505267
30/07/2014;50.210;50.680;49.700;49.880;3167063
29/07/2014;49.890;50.500;49.330;50.040;3138731
28/07/2014;49.830;50.030;48.980;49.645;2848180
25/07/2014;49.870;50.700;49.315;49.580;3727386
24/07/2014;48.985;50.300;48.615;49.800;4415798
23/07/2014;48.680;49.455;48.535;49.005;4113034
22/07/2014;48.805;48.930;48.150;48.755;5171744
21/07/2014;48.825;49.025;48.315;48.650;3971672
18/07/2014;48.365;49.010;48.020;48.925;3480161
17/07/2014;48.760;49.140;48.400;48.610;5065558
16/07/2014;48.410;49.490;48.350;49.185;4193456
15/07/2014;48.560;48.890;47.930;48.225;5263179
14/07/2014;48.420;48.975;48.300;48.775;3327943
11/07/2014;47.955;48.835;47.760;48.360;5746121
10/07/2014;48.190;48.250;46.500;47.690;8130656
09/07/2014;48.470;48.745;47.665;48.365;6235894
08/07/2014;49.605;49.700;48.445;48.560;5557097
07/07/2014;50.060;50.420;49.555;49.615;3262858
04/07/2014;50.550;50.620;49.990;50.200;3719450
03/07/2014;51.010;51.360;50.240;51.250;4973878
02/07/2014;51.060;51.360;50.630;51.010;4692715
01/07/2014;51.250;51.710;50.630;51.330;8378321
30/06/2014;49.610;49.915;48.995;49.545;5448292
27/06/2014;49.265;49.985;49.235;49.410;4460187
26/06/2014;49.985;50.290;48.835;49.135;5254365
25/06/2014;50.630;50.740;49.355;49.730;5792304
24/06/2014;51.390;51.420;50.600;50.600;4006379
23/06/2014;51.010;51.550;50.570;50.960;3299362
20/06/2014;51.570;52.050;50.810;51.190;10578562
19/06/2014;52.500;52.630;52.090;52.190;4239567
18/06/2014;52.360;52.600;51.810;51.990;2339543
17/06/2014;51.750;52.390;51.610;52.210;3947588
16/06/2014;51.200;52.230;51.080;51.580;3812058
13/06/2014;51.480;51.640;50.450;51.500;3509103
12/06/2014;51.300;51.930;51.300;51.460;3192156
11/06/2014;52.000;52.150;51.210;51.340;4267700
10/06/2014;52.420;53.100;51.900;52.150;3999744
09/06/2014;51.950;52.570;51.840;52.320;2510409
06/06/2014;50.680;52.480;50.660;51.910;5909066
05/06/2014;51.530;52.920;51.060;51.480;7374739
04/06/2014;50.620;51.610;50.540;51.500;4586677
03/06/2014;51.000;51.320;50.850;50.910;3124869
02/06/2014;50.490;51.280;50.250;51.080;4300842
30/05/2014;49.800;51.370;49.445;51.370;15780244
29/05/2014;53.000;53.090;52.380;52.650;3137130
28/05/2014;52.430;53.090;52.220;53.060;3818976
27/05/2014;52.380;52.780;52.210;52.590;2940648
26/05/2014;52.500;52.710;52.100;52.490;2011846
23/05/2014;51.820;52.270;51.630;52.220;3085971
22/05/2014;51.320;51.750;50.850;51.660;3686924
21/05/2014;50.400;51.210;50.100;51.000;5284330
20/05/2014;50.880;51.820;50.620;51.680;4508843
19/05/2014;52.130;52.710;51.560;52.200;5072925
16/05/2014;52.170;52.730;51.590;52.490;8001723
15/05/2014;52.730;53.180;51.650;52.170;7000024
14/05/2014;52.590;53.300;52.450;52.880;3466637
13/05/2014;53.240;53.330;52.080;53.060;5914361
12/05/2014;53.240;53.580;52.590;53.290;3187858
09/05/2014;53.340;53.640;52.670;52.980;3633026
08/05/2014;52.620;53.860;52.310;53.530;6453649
07/05/2014;51.590;52.590;51.240;52.520;6670222
06/05/2014;52.710;52.770;51.710;51.800;4986607
05/05/2014;52.350;52.570;51.450;52.460;3728576
02/05/2014;53.070;53.490;51.920;52.480;9055362
30/04/2014;54.000;54.720;52.920;54.110;9915446
29/04/2014;55.110;56.090;54.960;55.900;4035018
28/04/2014;55.550;55.980;54.950;55.070;3084856
25/04/2014;55.390;55.990;54.810;55.080;2873354
24/04/2014;55.290;56.140;55.020;55.780;4940025
23/04/2014;55.790;55.830;54.880;54.960;2952853
22/04/2014;54.950;55.980;54.550;55.670;3741311
17/04/2014;54.400;54.820;54.100;54.490;3339557
16/04/2014;54.240;54.530;53.820;54.270;3991063
15/04/2014;54.790;55.000;53.520;53.550;4169916
14/04/2014;54.820;55.010;53.740;54.700;4188023
11/04/2014;55.700;56.000;54.330;55.020;6018111
10/04/2014;57.270;57.310;56.020;56.130;4249797
09/04/2014;57.620;57.810;56.740;56.900;3445970
08/04/2014;58.420;58.600;56.930;57.620;4719994
07/04/2014;58.760;59.000;58.010;58.250;4048920
04/04/2014;58.720;59.850;58.450;59.380;4299624
03/04/2014;57.980;59.330;57.720;58.620;4697110
02/04/2014;57.540;58.160;57.530;57.970;2984083
01/04/2014;56.500;58.100;56.310;57.500;4684843
31/03/2014;56.290;56.730;55.540;55.990;4410535
28/03/2014;55.830;56.120;55.390;56.100;4002656
27/03/2014;56.440;56.440;55.430;55.680;4367950
26/03/2014;57.190;57.360;56.360;56.480;4679419
25/03/2014;56.030;57.170;56.030;56.870;4263959
24/03/2014;56.820;57.300;55.600;55.940;4251651
21/03/2014;56.880;57.520;56.730;56.980;5520880
20/03/2014;56.140;56.880;55.880;56.880;4695024
19/03/2014;57.460;57.740;56.540;56.650;4252684
18/03/2014;56.910;58.150;56.360;57.660;5102550
17/03/2014;55.310;56.860;55.150;56.620;4208100
14/03/2014;55.840;56.550;54.720;55.260;5794154
13/03/2014;57.770;57.960;56.440;56.440;3148060
12/03/2014;57.630;57.780;56.510;57.460;5204135
11/03/2014;58.990;59.180;58.010;58.050;2793560
10/03/2014;58.340;59.580;58.260;58.710;2811036
07/03/2014;59.440;59.800;58.470;58.470;3412095
06/03/2014;59.490;60.100;59.370;59.500;3989780
05/03/2014;59.050;59.800;58.890;59.360;4063428
04/03/2014;57.900;59.250;57.690;59.090;5320918
03/03/2014;58.050;58.410;57.020;57.270;6108243
28/02/2014;59.350;59.590;58.560;59.460;3534541
27/02/2014;59.190;59.340;58.300;59.150;4235367
26/02/2014;59.560;59.580;58.660;59.040;2928662
25/02/2014;59.230;59.500;58.880;59.500;2555807
24/02/2014;58.300;59.370;58.160;59.340;2902975
21/02/2014;58.890;58.910;58.160;58.630;2927111
20/02/2014;57.460;58.590;57.240;58.520;3415923
19/02/2014;58.150;58.740;57.570;58.380;3166244
18/02/2014;58.420;58.580;57.350;58.380;3664717
17/02/2014;58.520;58.980;58.050;58.450;2689233
14/02/2014;58.810;58.980;58.170;58.750;5080398
13/02/2014;58.420;59.300;57.950;59.300;7944518
12/02/2014;60.640;61.820;60.350;60.850;5652118
11/02/2014;59.430;60.370;59.110;60.340;5185188
10/02/2014;59.570;59.750;58.730;59.010;3551340
07/02/2014;58.980;59.600;58.520;59.510;4078525
06/02/2014;57.750;59.200;57.320;58.730;5581024
05/02/2014;56.720;57.810;56.460;57.400;3978918
04/02/2014;55.260;56.970;55.220;56.810;4423755
03/02/2014;57.180;57.570;55.670;55.750;4270072
